13.02.2026	6866	6898	6809	6851	1725934
12.02.2026	6965	6993	6842	6851	1993069
11.02.2026	6972	7012	6931	6961	1453002
10.02.2026	6985	7007	6957	6962	1137479
09.02.2026	6960	7001	6921	6983	1140412
06.02.2026	6786	6966	6752	6953	1717699
05.02.2026	6916	6935	6785	6821	2039559
04.02.2026	6934	6966	6863	6906	2072104
03.02.2026	7004	7027	6886	6942	1877965
02.02.2026	6939	7017	6865	7003	1433610
30.01.2026	6993	6995	6918	6966	1952063
29.01.2026	7022	7030	6898	6993	1889141
28.01.2026	7010	7043	6977	7007	1144992
27.01.2026	6977	7019	6972	7009	924819
26.01.2026	6904	6996	6879	6981	1005293
23.01.2026	6938	6964	6925	6946	1172240
22.01.2026	6920	6969	6911	6945	1276843
21.01.2026	6839	6945	6815	6910	2132269
20.01.2026	6918	6935	6822	6830	2312304
16.01.2026	6987	7007	6961	6977	1208033
15.01.2026	6956	7017	6950	6982	1233670
14.01.2026	6999	7003	6923	6966	1675516
13.01.2026	7014	7036	6977	7002	1321440
12.01.2026	7007	7025	6950	7017	1005591
09.01.2026	6973	7018	6954	7005	1274225
08.01.2026	6968	6978	6935	6962	1256387
07.01.2026	6989	7007	6958	6963	1187435
06.01.2026	6946	6992	6931	6988	1134155
05.01.2026	6912	6964	6900	6944	1196184
04.01.2026	6912	6912	6912	6901	0
