20.11.2025	6698	6791	6539	6566	2913619
19.11.2025	6698	6698	6698	6662	1976906
18.11.2025	6697	6709	6594	6640	2458941
17.11.2025	6765	6802	6659	6692	1825482
14.11.2025	6763	6796	6671	6755	2030285
13.11.2025	6873	6893	6746	6760	2002470
12.11.2025	6874	6901	6852	6876	1349610
11.11.2025	6857	6880	6831	6872	1304010
10.11.2025	6788	6866	6772	6857	1527659
07.11.2025	6763	6772	6656	6754	2043371
06.11.2025	6829	6844	6734	6748	1775391
05.11.2025	6801	6858	6749	6825	1404085
04.11.2025	6884	6884	6786	6802	1628191
03.11.2025	6878	6910	6850	6883	1305195
31.10.2025	6897	6919	6844	6874	1687133
30.10.2025	6907	6954	6851	6856	1763935
29.10.2025	6929	6952	6882	6923	1465603
28.10.2025	6914	6945	6902	6926	1161557
27.10.2025	6881	6916	6866	6908	1134684
24.10.2025	6778	6841	6777	6827	1203709
23.10.2025	6734	6786	6718	6775	1317624
22.10.2025	6776	6789	6691	6737	1844712
21.10.2025	6780	6790	6759	6773	1247214
20.10.2025	6721	6783	6694	6774	1146520
17.10.2025	6659	6718	6571	6703	2006974
16.10.2025	6715	6751	6632	6669	2158260
15.10.2025	6684	6715	6715	6715	1943187
14.10.2025	6691	6723	6593	6687	2089848
13.10.2025	6632	6712	6632	6695	1721986
10.10.2025	6780	6807	6540	6595	2458045
09.10.2025	6803	6812	6761	6779	1317118
